"type","id","lat","lon","keyType","keyValue"
"node",21293721,45.4869866,9.1981376,"highway","traffic_signals"
"node",21293722,45.4920006,9.2040327,"highway","traffic_signals"
"node",21293723,45.4895796,9.2011629,"highway","traffic_signals"
"node",21294864,45.4921658,9.2042165,"highway","traffic_signals"
"node",21294865,45.4896332,9.2010493,"highway","traffic_signals"
"node",21294866,45.4920673,9.2039006,"highway","traffic_signals"
"node",21294867,45.4870457,9.1980304,"highway","traffic_signals"
"node",21306381,45.484641,9.1953072,"highway","traffic_signals"
"node",31333347,45.4922302,9.204084,"highway","traffic_signals"
"node",53763220,45.4847095,9.1951986,"highway","traffic_signals"
"node",90222470,45.4983445,9.2084257,"highway","traffic_signals"
"node",91567648,45.4848999,9.1948574,"railway","station"
"node",246815072,45.494172,9.2064001,"highway","traffic_signals"
"node",250050262,45.4948834,9.206843,"amenity","pharmacy"
"node",250050430,45.4972915,9.2083013,"amenity","telephone"
"node",250152856,45.4995186,9.2086465,"highway","traffic_signals"
"node",250169284,45.4946933,9.2070716,"highway","traffic_signals"
"node",257532323,45.4953185,9.2075698,"highway","traffic_signals"
"node",257532325,45.4949994,9.207189,"highway","traffic_signals"
"node",263049100,45.4851659,9.1944725,"highway","give_way"
"node",267210668,45.4907575,9.1987593,"highway","traffic_signals"
"node",267210669,45.490836,9.1988189,"highway","traffic_signals"
"node",267210670,45.4909016,9.1988687,"highway","traffic_signals"
"node",267212118,45.4917136,9.2032437,"highway","crossing"
"node",267338265,45.4870383,9.1976675,"amenity","pharmacy"
"node",269704553,45.4897433,9.2011821,"highway","traffic_signals"
"node",280084355,45.4951853,9.2076909,"highway","crossing"
"node",280084357,45.4946481,9.2073404,"highway","crossing"
"node",281819160,45.4887909,9.1966345,"amenity","restaurant"
"node",309007305,45.4896872,9.201294,"highway","traffic_signals"
"node",309007306,45.4896996,9.2011243,"highway","traffic_signals"
"node",309007307,45.4896375,9.2012347,"highway","traffic_signals"
"node",309013544,45.4941342,9.2064977,"highway","traffic_signals"
"node",309621132,45.4916113,9.2053368,"highway","traffic_signals"
"node",358878175,45.4897269,9.2016611,"amenity","pharmacy"
"node",358878180,45.4891789,9.2003753,"amenity","bank"
"node",358878181,45.4882431,9.1998057,"amenity","cinema"
"node",358879006,45.487636,9.1984183,"amenity","bank"
"node",358879007,45.487319,9.1979609,"amenity","bank"
"node",442073771,45.49239,9.2040155,"amenity","bank"
"node",454733599,45.493857,9.2057637,"amenity","ice_cream"
"node",733147364,45.4920878,9.2041296,"highway","traffic_signals"
"node",733147366,45.4921543,9.2039983,"highway","traffic_signals"
"node",787746975,45.4881884,9.1956966,"highway","traffic_signals"
"node",787822253,45.4848209,9.1950852,"highway","give_way"
"node",959824625,45.4899338,9.2007207,"highway","bus_stop"
"node",1178990307,45.4864388,9.1970855,"highway","crossing"
"node",1270585491,45.4936155,9.2078818,"highway","crossing"
"node",1270585497,45.4954015,9.2073354,"highway","crossing"
"node",1270585498,45.4962811,9.2043592,"highway","crossing"
"node",1270585499,45.4955491,9.2037761,"highway","crossing"
"node",1270585508,45.4941436,9.2071828,"highway","crossing"
"node",1270585517,45.4947887,9.2071584,"highway","crossing"
"node",1270585524,45.4940716,9.2062807,"highway","crossing"
