"type","id","lat","lon","keyType","keyValue"
"node",21663235,45.4501282,9.175391,"barrier","lift_gate"
"node",260020848,45.4536367,9.1769229,"highway","crossing"
"node",282179000,45.453149,9.1796146,"amenity","fast_food"
"node",282179866,45.4523725,9.1811993,"amenity","bank"
"node",301979316,45.4518459,9.17768,"amenity","pub"
"node",301979318,45.4520568,9.1752912,"amenity","restaurant"
"node",316535144,45.4558105,9.1728029,"amenity","bicycle_rental"
"node",316535175,45.4523315,9.1774633,"amenity","bicycle_rental"
"node",382968797,45.4545044,9.1733062,"amenity","post_box"
"node",418142028,45.4520962,9.1813766,"amenity","bank"
"node",418358423,45.4516539,9.1811469,"amenity","parking"
"node",418358622,45.4519144,9.1802645,"amenity","bank"
"node",439209165,45.4551612,9.1768476,"amenity","theatre"
"node",471169804,45.4502763,9.175625,"barrier","bollard"
"node",478775435,45.4519031,9.1799627,"amenity","bank"
"node",538903511,45.4489995,9.17756,"amenity","restaurant"
"node",559767587,45.4548546,9.1769633,"barrier","bollard"
"node",582643419,45.4546499,9.1780776,"highway","crossing"
"node",587021322,45.4540136,9.1744335,"amenity","drinking_water"
"node",590968999,45.455747,9.1731751,"highway","crossing"
"node",611595966,45.451695,9.180293,"amenity","pharmacy"
"node",661079651,45.4507319,9.1780228,"amenity","pub"
"node",662838605,45.4520811,9.1776263,"amenity","pub"
"node",746951476,45.451319,9.1776773,"amenity","restaurant"
"node",746952033,45.4532362,9.1751395,"amenity","pub"
"node",933825938,45.4520204,9.1749768,"amenity","restaurant"
"node",998207244,45.4570439,9.1752912,"railway","tram_stop"
"node",1028305110,45.4518069,9.1801146,"railway","tram_stop"
"node",1028305140,45.4549298,9.1721976,"railway","tram_stop"
"node",1028305147,45.4553564,9.1720539,"railway","tram_stop"
"node",1028305215,45.4528161,9.1755882,"highway","bus_stop"
"node",1028444145,45.452664,9.1762942,"highway","bus_stop"
"node",1028634726,45.448922,9.1795627,"amenity","pharmacy"
"node",1056386098,45.4500423,9.1754638,"amenity","restaurant"
"node",1127835666,45.4489673,9.1774537,"highway","crossing"
"node",1281204216,45.4529915,9.1733035,"highway","crossing"
"node",1281204220,45.4531695,9.1721023,"highway","crossing"
"node",1417190281,45.4490899,9.1816942,"highway","crossing"
"node",1476642467,45.4531906,9.1802705,"railway","tram_stop"
"node",1477723509,45.4491339,9.1796922,"highway","bus_stop"
"node",1477731020,45.4522924,9.1807171,"railway","switch"
"node",1477734130,45.4521664,9.1802014,"railway","switch"
"node",1477738006,45.4523271,9.1798703,"railway","switch"
"node",1477738048,45.4523401,9.1787681,"railway","switch"
"node",1489458759,45.4544441,9.1733547,"highway","crossing"
"node",1489458760,45.4545087,9.1733705,"highway","crossing"
"node",1489473346,45.451407,9.1777205,"highway","crossing"
"node",1489477368,45.4512067,9.1780705,"highway","crossing"
"node",1494265123,45.4489131,9.179719,"highway","crossing"
"node",1494265126,45.4489104,9.1796595,"highway","crossing"
"node",1494695336,45.4489033,9.175305,"highway","crossing"
"node",1502798947,45.4527449,9.176164,"railway","switch"
"node",1502802078,45.4530395,9.1734874,"highway","bus_stop"
"node",1502813922,45.4552779,9.1721908,"railway","switch"
"node",1502813926,45.4549471,9.1722221,"railway","switch"
"node",1502816344,45.4552196,9.1725525,"railway","switch"
"node",1530058112,45.4564326,9.174525,"highway","crossing"
"node",1530058133,45.4566814,9.1762002,"highway","crossing"
"node",1530058197,45.4571614,9.1756013,"highway","crossing"
"node",1530212249,45.4554953,9.1758151,"highway","crossing"
"node",1530212251,45.4554797,9.1759077,"highway","crossing"
"node",1530212256,45.4555659,9.1759182,"highway","crossing"
"node",1530212258,45.455554,9.1757996,"highway","crossing"
"node",1530212260,45.4555676,9.1779149,"highway","crossing"
"node",1530212267,45.4558228,9.1774173,"highway","crossing"
"node",1566286256,45.4559321,9.1727048,"highway","bus_stop"
"node",1566286258,45.4559935,9.1727525,"highway","bus_stop"
"node",1566288717,45.4551808,9.1727649,"amenity","pharmacy"
"node",1625998401,45.4521106,9.1832255,"railway","tram_stop"
"node",1718051252,45.4524926,9.184383,"highway","crossing"
"node",1718051255,45.4525883,9.1843454,"highway","crossing"
"node",1730563130,45.4550308,9.172644,"railway","tram_stop"
"node",1739200221,45.4510171,9.1782358,"man_made","tower"
"node",1757298675,45.4555853,9.172957,"highway","crossing"
"node",1757298676,45.455986,9.1724053,"highway","give_way"
"node",1836380545,45.4556588,9.1718201,"highway","crossing"
"node",1842963938,45.4530731,9.1784437,"highway","crossing"
"node",1842963943,45.4554269,9.1743406,"highway","give_way"
"node",1853369351,45.4514641,9.1742677,"amenity","restaurant"
"node",1858791599,45.4536981,9.1802815,"amenity","pharmacy"
"node",1935805310,45.4489124,9.179688,"highway","crossing"
"node",1935805343,45.4518046,9.1802164,"amenity","pharmacy"
"node",1935856943,45.4557752,9.173407,"highway","traffic_signals"
"node",1935856946,45.4558922,9.1735728,"highway","traffic_signals"
"node",1938444175,45.4545159,9.1733859,"highway","crossing"
"node",1938444180,45.4545278,9.1733982,"highway","crossing"
"node",1942775844,45.4522723,9.1778973,"barrier","block"
"node",1942775847,45.4523112,9.1782898,"highway","crossing"
"node",1957473688,45.4522182,9.1798488,"natural","tree"
"node",1973121561,45.4523444,9.1773149,"amenity","bicycle_rental"
"node",2026210176,45.4516604,9.1789923,"amenity","parking_entrance"
"node",2026210196,45.4519425,9.1801216,"highway","crossing"
"node",2043090713,45.4520575,9.1801564,"railway","switch"
"node",2043090717,45.4523136,9.1804823,"railway","switch"
"node",2043132559,45.4553714,9.1772696,"historic","ruins"
"node",2045098842,45.4563504,9.1744985,"amenity","bank"
"node",2072208567,45.4519633,9.1809122,"amenity","cafe"
"node",2072208582,45.4519554,9.1811575,"amenity","restaurant"
"node",2157550543,45.4530753,9.1783637,"amenity","bicycle_parking"
"node",2226705923,45.4502174,9.1779054,"amenity","restaurant"
"node",2226705927,45.4500031,9.177841,"amenity","pub"
"node",2226705932,45.4494762,9.1777176,"amenity","bar"
"node",2226705935,45.4492504,9.177664,"amenity","bar"
"node",2226705942,45.451531,9.1782109,"amenity","nightclub"
"node",2226705947,45.4518697,9.1783772,"amenity","restaurant"
"node",2226705957,45.4490319,9.1770927,"amenity","cafe"
"node",2226705962,45.4492053,9.1771597,"amenity","pub"
"node",2226725541,45.453119,9.1779373,"amenity","restaurant"
"node",2226725543,45.4531115,9.1776369,"amenity","fast_food"
"node",2226725545,45.4533187,9.1771812,"amenity","restaurant"
"node",2226725548,45.4534351,9.1770146,"amenity","restaurant"
"node",2251203058,45.4528551,9.1735685,"amenity","school"
"node",2258763089,45.4558655,9.1724252,"amenity","bicycle_parking"
"node",2262460456,45.4517071,9.1754298,"amenity","restaurant"
"node",2262460457,45.4518784,9.1762102,"amenity","bar"
"node",2262460459,45.4520986,9.1772402,"amenity","pub"
"node",2262460462,45.4516808,9.1753252,"amenity","bar"
"node",2262460463,45.4516676,9.1752314,"amenity","restaurant"
"node",2262460464,45.4520609,9.177039,"amenity","restaurant"
"node",2312510063,45.451868,9.174682,"amenity","restaurant"
"node",2409087553,45.4507816,9.1775522,"amenity","bar"
"node",2476767200,45.4512412,9.1806439,"amenity","school"
"node",2529864207,45.4532774,9.1793448,"amenity","restaurant"
"node",2529864224,45.4531534,9.1792279,"amenity","restaurant"
"node",2552341804,45.456159,9.1742094,"amenity","pharmacy"
"node",2633518995,45.4558087,9.1736804,"highway","crossing"
"node",2633518996,45.4557021,9.1735356,"highway","crossing"
"node",2633518997,45.4554604,9.1731201,"highway","crossing"
"node",2633518998,45.4561674,9.1726296,"highway","crossing"
"node",2633518999,45.4557213,9.1733241,"highway","crossing"
"node",2633519000,45.4559687,9.1734687,"highway","crossing"
"node",2633519001,45.4559508,9.1736581,"highway","crossing"
"node",2633519002,45.4558478,9.1732898,"highway","crossing"
"node",2635937295,45.4542354,9.1775968,"highway","crossing"
"node",2635937303,45.4543659,9.177745,"highway","crossing"
"node",2635937306,45.4542488,9.1777557,"highway","crossing"
"node",2635937789,45.4550035,9.1766033,"highway","crossing"
"node",2635937790,45.4548762,9.1766055,"highway","crossing"
"node",2635937791,45.4543555,9.1775476,"highway","crossing"
"node",2666661006,45.4516203,9.1799291,"amenity","bank"
"node",2666669313,45.4518391,9.1793271,"amenity","restaurant"
"node",2666690056,45.4518521,9.1790661,"highway","crossing"
"node",2666699621,45.4511463,9.1787596,"barrier","bollard"
"node",2666706275,45.4515705,9.179974,"barrier","gate"
"node",2666706536,45.4515929,9.1792153,"barrier","gate"
"node",2666800638,45.4517498,9.1811064,"amenity","parking_entrance"
"node",2666810639,45.4526049,9.1812513,"amenity","bank"
"node",2675690260,45.4529492,9.1800003,"amenity","post_box"
"node",2707542555,45.4550151,9.1782579,"barrier","lift_gate"
"node",2707542562,45.4549343,9.1780168,"amenity","parking_entrance"
"node",2707554611,45.454316,9.1796147,"barrier","gate"
"node",2736458519,45.4528251,9.1804948,"amenity","bar"
"node",2737781753,45.4524338,9.1788073,"natural","tree"
"node",2737799535,45.4523454,9.1781546,"amenity","taxi"
"node",2737799542,45.4518666,9.1789369,"highway","crossing"
"node",2737805962,45.4518089,9.1790819,"barrier","lift_gate"
"node",2774913909,45.4521007,9.1753946,"amenity","restaurant"
"node",2774913919,45.4517684,9.1739966,"amenity","restaurant"
"node",2774913925,45.4519406,9.1764145,"amenity","restaurant"
"node",2774913926,45.4521436,9.1759208,"amenity","restaurant"
"node",2774913927,45.4522709,9.1764861,"amenity","restaurant"
"node",2774913928,45.4520083,9.1766761,"amenity","bar"
"node",2774913931,45.4519218,9.1763161,"amenity","bar"
"node",2774913932,45.4517852,9.1756591,"amenity","bar"
"node",2774913934,45.4518421,9.1759217,"amenity","bar"
"node",2774913935,45.4515608,9.1744979,"amenity","pharmacy"
"node",2782986341,45.4553349,9.1735318,"amenity","drinking_water"
"node",2782986343,45.4553368,9.1737357,"leisure","playground"
"node",2782986346,45.4551542,9.1738164,"leisure","playground"
"node",2782991477,45.4555158,9.173327,"amenity","restaurant"
"node",2791482173,45.452668,9.1816408,"highway","bus_stop"
"node",2791482224,45.4549189,9.1722164,"highway","bus_stop"
"node",2818603478,45.455058,9.1725445,"highway","crossing"
"node",2820238007,45.4558507,9.1774379,"highway","give_way"
"node",2937713089,45.4516957,9.1736935,"highway","crossing"
"node",2942333912,45.4551187,9.1726844,"amenity","bank"
"node",2942352020,45.455864,9.1723348,"amenity","parking_entrance"
"node",2942352032,45.4555986,9.1719698,"amenity","bank"
"node",2942354769,45.4541584,9.1761362,"highway","crossing"
"node",2942354770,45.4542217,9.1760462,"highway","crossing"
"node",2942354771,45.4549805,9.1767568,"highway","crossing"
"node",2942354772,45.4543457,9.1758333,"highway","give_way"
"node",2942354773,45.4543638,9.1758595,"highway","crossing"
"node",3054568426,45.4523714,9.1792625,"railway","tram_stop"
"node",3054612839,45.4520215,9.1801311,"highway","traffic_signals"
"node",3163045050,45.4520907,9.1800219,"highway","crossing"
"node",3163045054,45.4521004,9.1802542,"highway","crossing"
"node",3163047166,45.4521305,9.1794589,"amenity","bicycle_parking"
"node",3163047173,45.4521394,9.1793222,"amenity","drinking_water"
"node",3163047189,45.4521915,9.1791939,"natural","tree"
"node",3163047203,45.4522465,9.1791483,"natural","tree"
"node",3163063553,45.4522762,9.1807091,"highway","traffic_signals"
"node",3163093560,45.451974,9.1794927,"railway","tram_stop"
"node",3163094362,45.4520859,9.1797683,"highway","traffic_signals"
"node",3163094364,45.4520946,9.1801411,"highway","traffic_signals"
"node",3163094375,45.4520169,9.1795747,"highway","traffic_signals"
"node",3163094377,45.452382,9.1790695,"highway","crossing"
"node",3163100257,45.452153,9.1810737,"highway","crossing"
"node",3163100260,45.4522523,9.181038,"highway","crossing"
"node",3163103163,45.4521673,9.1809125,"highway","crossing"
"node",3163183227,45.4520272,9.1802517,"highway","crossing"
"node",3163183231,45.4524468,9.1789537,"natural","tree"
"node",3163183234,45.4520212,9.1800098,"highway","crossing"
"node",3188691739,45.4490246,9.1762839,"amenity","pub"
"node",3219338384,45.454207,9.1799294,"amenity","cafe"
"node",3219338385,45.4536294,9.1802727,"amenity","cafe"
"node",3219338405,45.4549934,9.1774057,"amenity","drinking_water"
"node",3228041537,45.452366,9.176604,"amenity","restaurant"
"node",3308345146,45.4518778,9.1760629,"amenity","bar"
"node",3308345147,45.4518583,9.1759832,"amenity","bar"
"node",3308345148,45.4531635,9.1799213,"amenity","restaurant"
"node",3308345158,45.4527034,9.1783463,"amenity","telephone"
"node",3352015794,45.4515524,9.1744412,"amenity","restaurant"
"node",3352015795,45.4518378,9.1743583,"amenity","clock"
"node",3399748297,45.4559368,9.1752451,"highway","crossing"
"node",3399748301,45.456119,9.1736947,"highway","crossing"
"node",3399748302,45.4559579,9.1751349,"highway","crossing"
"node",3399748306,45.4560301,9.1751098,"highway","crossing"
"node",3399748308,45.4559647,9.1739046,"highway","crossing"
"node",3403647428,45.4531291,9.1802886,"highway","crossing"
"node",3429335805,45.455859,9.1729171,"highway","bus_stop"
"node",3439388536,45.4522378,9.1795038,"amenity","bicycle_rental"
"node",3455552263,45.4529908,9.1802611,"highway","traffic_signals"
"node",3455552269,45.4529998,9.1801656,"highway","crossing"
"node",3455552274,45.4528238,9.1810186,"highway","traffic_signals"
"node",3455552275,45.4530579,9.1802744,"highway","traffic_signals"
"node",3455552278,45.4530683,9.1801758,"highway","crossing"
"node",3457844168,45.4521251,9.1807253,"natural","tree"
"node",3457860300,45.4527883,9.1806851,"natural","tree"
"node",3467590518,45.4525886,9.180707,"amenity","taxi"
"node",3467799165,45.4526429,9.1798939,"natural","tree"
"node",3467799166,45.4526332,9.1799888,"natural","tree"
"node",3467799167,45.4526916,9.1798976,"natural","tree"
"node",3467799168,45.4527322,9.1800039,"natural","tree"
"node",3467799169,45.4526802,9.1799968,"natural","tree"
"node",3467799170,45.4527821,9.179171,"natural","tree"
"node",3467799172,45.4527417,9.1799059,"natural","tree"
"node",3467804418,45.4524998,9.1798657,"amenity","bicycle_parking"
"node",3469720974,45.4560151,9.1752197,"highway","stop"
"node",3469720977,45.4547364,9.1768186,"highway","crossing"
"node",3469720978,45.4542709,9.1777079,"highway","give_way"
"node",3469720983,45.4547324,9.1769896,"highway","crossing"
"node",3478862634,45.4549529,9.172299,"highway","crossing"
"node",3478862641,45.4547273,9.1732332,"highway","crossing"
"node",3478862642,45.4551319,9.1721825,"highway","crossing"
"node",3478946701,45.4549367,9.1749881,"highway","give_way"
"node",3478946744,45.4564286,9.1728985,"highway","give_way"
"node",3478946761,45.4549556,9.1750161,"highway","crossing"
"node",3481134063,45.4528022,9.1743297,"amenity","ice_cream"
"node",3481134066,45.4530102,9.1748871,"amenity","ice_cream"
"node",3493409545,45.4523754,9.1796773,"railway","tram_stop"
"node",3499836167,45.4530016,9.1734859,"highway","bus_stop"
"node",3499858735,45.4523658,9.1793442,"railway","tram_stop"
"node",3499858736,45.4522938,9.1799198,"highway","crossing"
"node",3499858737,45.4523084,9.179841,"highway","traffic_signals"
"node",3499858738,45.4523182,9.1799247,"highway","crossing"
"node",3499858739,45.4523223,9.179926,"highway","crossing"
"node",3499858740,45.452329,9.1798462,"highway","traffic_signals"
"node",3499858741,45.4523328,9.1799288,"highway","crossing"
"node",3499858742,45.4523429,9.1799306,"highway","crossing"
"node",3499858743,45.4523492,9.1798527,"highway","traffic_signals"
"node",3499858744,45.4523511,9.1799316,"highway","crossing"
"node",3499858745,45.4523559,9.1799318,"highway","crossing"
"node",3499858746,45.452378,9.1799319,"highway","crossing"
"node",3499858748,45.4524044,9.1796671,"highway","crossing"
"node",3510152533,45.4522371,9.1770813,"natural","tree"
"node",3517373941,45.4526333,9.1805493,"natural","tree"
"node",3517373942,45.4525928,9.1804407,"natural","tree"
"node",3517373943,45.4526859,9.1805587,"natural","tree"
"node",3517373944,45.4526408,9.1804487,"natural","tree"
"node",3517373945,45.4525834,9.1805426,"natural","tree"
"node",3517373946,45.4526953,9.1804594,"natural","tree"
"node",3541224324,45.4527485,9.1816425,"natural","tree"
"node",3541224327,45.4527728,9.1813791,"natural","tree"
"node",3575074100,45.4520747,9.1845994,"highway","crossing"
"node",3610671637,45.4489601,9.1752168,"highway","crossing"
"node",3621904640,45.4560029,9.1732674,"amenity","vending_machine"
"node",3889654212,45.4553307,9.1766347,"natural","tree"
"node",3889654213,45.455549,9.1767441,"natural","tree"
"node",3889654457,45.455508,9.1768441,"natural","tree"
"node",4049918599,45.4496656,9.1777369,"amenity","bar"
"node",4060101731,45.4519967,9.184483,"highway","crossing"
"node",4095089520,45.4521649,9.1774327,"amenity","post_box"
"node",4181254200,45.4511221,9.1767829,"office","architect"
"node",4189028839,45.4521619,9.1775897,"amenity","fast_food"
"node",4318362186,45.4515562,9.1777203,"amenity","bar"
"node",4318362188,45.4517029,9.1776935,"amenity","fast_food"
"node",4318366090,45.4514922,9.1777203,"amenity","restaurant"
"node",4318366094,45.4520095,9.1776586,"amenity","bar"
"node",4318366096,45.4519306,9.1776586,"amenity","restaurant"
"node",4326495895,45.4530037,9.1750749,"amenity","restaurant"
"node",4349007789,45.4519402,9.1782641,"amenity","restaurant"
"node",4349017321,45.4517817,9.1780287,"amenity","restaurant"
"node",4349018494,45.4517422,9.178251,"amenity","waste_basket"
"node",4366230464,45.4496382,9.17535,"barrier","gate"
"node",4366230475,45.44978,9.1773416,"barrier","gate"
"node",4366230477,45.4497865,9.175282,"natural","tree"
"node",4366230484,45.449842,9.1752914,"natural","tree"
"node",4366230487,45.4498514,9.1752874,"natural","tree"
"node",4388849822,45.4518884,9.176133,"amenity","bar"
"node",4394547084,45.454647,9.1768263,"barrier","bollard"
"node",4394548189,45.4546978,9.1764574,"barrier","gate"
"node",4394548195,45.4547635,9.1767245,"barrier","gate"
"node",4394548203,45.4548552,9.1774931,"barrier","gate"
"node",4394587993,45.4490059,9.1765691,"amenity","restaurant"
"node",4426224995,45.4535374,9.1780705,"leisure","fitness_centre"
