"type","id","lat","lon","keyType","keyValue"
"node",2566864256,45.483016,9.1911647,"amenity","ice_cream"
"node",2609482594,45.4803446,9.192204,"highway","crossing"
"node",2609495417,45.4807527,9.1907326,"highway","crossing"
"node",2613616016,45.4829955,9.1933782,"highway","crossing"
"node",2613616024,45.4827828,9.1931476,"highway","crossing"
"node",2613616032,45.4828584,9.1928241,"barrier","bollard"
"node",2613616036,45.4830397,9.1930896,"highway","crossing"
"node",2613616047,45.4827042,9.1932088,"highway","crossing"
"node",2613616054,45.4827025,9.1932678,"highway","crossing"
"node",2613616057,45.4830669,9.1932443,"highway","crossing"
"node",2613616072,45.4828475,9.1930074,"highway","crossing"
"node",2613616076,45.482891,9.1928648,"highway","crossing"
"node",2613616078,45.4831203,9.1930031,"highway","give_way"
"node",2613616084,45.4829563,9.1930023,"highway","crossing"
"node",2617880183,45.4799229,9.1930662,"highway","bus_stop"
"node",2619696033,45.4838945,9.1914442,"amenity","parking_entrance"
"node",2619696041,45.4838023,9.1912318,"highway","give_way"
"node",2619705362,45.4838309,9.1906395,"amenity","parking_entrance"
"node",2619705363,45.4831891,9.1923634,"emergency","fire_hydrant"
"node",2619705364,45.4832286,9.192666,"emergency","fire_hydrant"
"node",2619705366,45.4832566,9.1921077,"barrier","entrance"
"node",2619705369,45.4837175,9.1910291,"highway","give_way"
"node",2619705378,45.4838351,9.1907111,"man_made","surveillance"
"node",2619705380,45.483845,9.1906841,"emergency","fire_hydrant"
"node",2619705381,45.4838824,9.1906022,"highway","speed_camera"
"node",2619705382,45.483905,9.1908729,"emergency","fire_hydrant"
"node",2622392120,45.4812671,9.197023,"highway","crossing"
"node",2625350087,45.4807854,9.1882439,"highway","crossing"
"node",2625350088,45.4804367,9.1942456,"highway","crossing"
"node",2625350089,45.4808996,9.1882772,"highway","crossing"
"node",2625350092,45.4804066,9.1941603,"highway","crossing"
"node",2625350094,45.4796608,9.1945146,"highway","crossing"
"node",2659099573,45.4804959,9.1875274,"highway","crossing"
"node",2683990457,45.4856558,9.1916886,"highway","crossing"
"node",2698624849,45.4855777,9.192877,"amenity","drinking_water"
"node",2699728186,45.4796633,9.1942847,"railway","tram_stop"
"node",2699728187,45.4802409,9.1928139,"railway","tram_stop"
"node",2699728188,45.4803095,9.1925463,"railway","tram_stop"
"node",2699730643,45.4807223,9.1900456,"railway","tram_stop"
"node",2699736637,45.4807963,9.1890703,"railway","tram_stop"
"node",2718040340,45.4811768,9.1966531,"highway","crossing"
"node",2724084311,45.4819539,9.1884911,"highway","crossing"
"node",2724084317,45.4819644,9.1886147,"highway","crossing"
"node",2724084337,45.4820976,9.1885204,"highway","crossing"
"node",2724084339,45.4826511,9.1911109,"amenity","bench"
"node",2724084340,45.4826603,9.1910646,"amenity","bench"
"node",2724084341,45.4826964,9.1893616,"amenity","waste_basket"
"node",2724084344,45.4826881,9.191025,"amenity","bench"
"node",2724112980,45.4823018,9.1897389,"leisure","club"
"node",2724112981,45.4819975,9.1897703,"amenity","bar"
"node",2724113019,45.4827927,9.1912279,"amenity","parking"
"node",2724113037,45.4815991,9.1895955,"amenity","waste_basket"
"node",2724113051,45.4816615,9.1894205,"amenity","waste_basket"
"node",2724113368,45.4823235,9.1894011,"amenity","waste_basket"
"node",2724139156,45.4811442,9.188507,"amenity","restaurant"
"node",2724139175,45.4816459,9.1886205,"amenity","bar"
"node",2724139186,45.4816655,9.1891998,"amenity","parking"
"node",2724139235,45.481553,9.1884753,"amenity","waste_basket"
"node",2724139279,45.482032,9.1885739,"amenity","waste_basket"
"node",2724139304,45.4827362,9.188731,"amenity","waste_basket"
"node",2739493100,45.4818601,9.1923252,"highway","crossing"
"node",2748445954,45.4811812,9.1913529,"highway","crossing"
"node",2869913466,45.4818622,9.1931006,"highway","elevator"
"node",2869913467,45.4826524,9.192482,"highway","elevator"
"node",2876056107,45.4815859,9.1933535,"highway","crossing"
"node",2880766790,45.4803853,9.1903642,"amenity","drinking_water"
"node",2883006771,45.4817097,9.1943329,"highway","elevator"
"node",2888123089,45.4818997,9.1923245,"highway","crossing"
"node",2888129005,45.482058,9.1922463,"highway","crossing"
"node",2888129008,45.4821532,9.192351,"highway","crossing"
"node",2888129010,45.4821172,9.1921429,"highway","crossing"
"node",2888129014,45.4822165,9.192262,"highway","crossing"
"node",2889871253,45.4803054,9.196301,"highway","crossing"
"node",2889871259,45.4804449,9.1961715,"highway","crossing"
"node",2889871274,45.4806818,9.1966241,"highway","crossing"
"node",2889871275,45.4806908,9.1965792,"highway","crossing"
"node",2889871299,45.4826609,9.193214,"highway","crossing"
"node",2889872101,45.4828154,9.1932756,"highway","crossing"
"node",2889872102,45.4828961,9.1933688,"highway","crossing"
"node",2890631715,45.4819691,9.1923855,"highway","crossing"
"node",2890631718,45.4820589,9.1925078,"highway","crossing"
"node",2890631726,45.4824773,9.1932363,"amenity","bicycle_parking"
"node",2907518644,45.4808181,9.1880992,"amenity","bicycle_parking"
"node",2907518651,45.4808472,9.1880963,"amenity","motorcycle_parking"
"node",2915633266,45.4831631,9.1910362,"amenity","bicycle_parking"
"node",2981540249,45.4806461,9.1966028,"highway","crossing"
"node",2981540250,45.4806562,9.1965463,"highway","crossing"
"node",2992556287,45.480364,9.195955,"highway","give_way"
"node",3078957880,45.4810339,9.1907198,"amenity","waste_basket"
"node",3078957887,45.4833443,9.1906592,"emergency","fire_hydrant"
"node",3078963340,45.4806695,9.1887328,"amenity","restaurant"
"node",3078972718,45.4809224,9.1887328,"amenity","pub"
"node",3078973137,45.4813508,9.1898898,"amenity","cafe"
"node",3078973140,45.4808922,9.1929245,"highway","crossing"
"node",3078973270,45.4808816,9.18955,"amenity","nightclub"
"node",3078973271,45.4809079,9.1889601,"amenity","restaurant"
"node",3078973273,45.4832475,9.1910018,"amenity","waste_basket"
"node",3078995992,45.4816943,9.1915051,"amenity","waste_basket"
"node",3078995994,45.4817979,9.192043,"amenity","waste_basket"
"node",3078995996,45.4819577,9.1917963,"amenity","waste_basket"
"node",3079032929,45.4822148,9.193256,"amenity","bench"
"node",3079032930,45.4824236,9.1930431,"amenity","waste_basket"
"node",3079032931,45.482471,9.1930521,"amenity","bench"
"node",3079034076,45.4807705,9.1926856,"amenity","restaurant"
"node",3079034083,45.4804891,9.1941931,"amenity","waste_basket"
"node",3079034084,45.481182,9.1941311,"amenity","waste_basket"
"node",3079034142,45.4810239,9.1927387,"amenity","restaurant"
"node",3079034143,45.4803984,9.1942113,"amenity","waste_basket"
"node",3079034144,45.4807184,9.1953001,"amenity","waste_basket"
"node",3079034145,45.4809065,9.1930177,"amenity","waste_basket"
"node",3079034146,45.4812083,9.1942028,"amenity","waste_basket"
"node",3079034147,45.4821605,9.193203,"amenity","bench"
"node",3079034148,45.4825111,9.1930933,"amenity","bench"
"node",3079035051,45.4807066,9.1934987,"amenity","cafe"
"node",3079035058,45.4808786,9.1949494,"amenity","waste_basket"
"node",3079035059,45.4810351,9.194604,"amenity","waste_basket"
"node",3079035060,45.4820548,9.1932191,"amenity","bench"
"node",3079042725,45.4800325,9.1952048,"amenity","waste_basket"
"node",3217980426,45.482829,9.1941769,"amenity","bench"
"node",3217980428,45.4828532,9.1941276,"amenity","bench"
"node",3217980431,45.4828887,9.1940555,"amenity","bench"
"node",3217980433,45.4829035,9.1936773,"natural","tree"
"node",3217982403,45.4814804,9.1973694,"amenity","waste_basket"
"node",3217982416,45.4816929,9.1952683,"amenity","waste_basket"
"node",3217982532,45.4819605,9.1946894,"amenity","waste_basket"
"node",3217982542,45.4822609,9.1922061,"barrier","bollard"
"node",3217982547,45.4827356,9.1942078,"natural","tree"
"node",3217983490,45.4814081,9.1969542,"railway","subway_entrance"
"node",3217983491,45.4814539,9.1968271,"railway","subway_entrance"
"node",3217983531,45.4817477,9.1945464,"amenity","restaurant"
"node",3217983678,45.4829057,9.1940209,"amenity","bench"
"node",3217983881,45.481077,9.1965445,"emergency","fire_hydrant"
"node",3217983890,45.4813805,9.1968339,"amenity","waste_basket"
"node",3217983905,45.4817041,9.1965955,"amenity","waste_basket"
"node",3217983970,45.4827406,9.1944072,"natural","tree"
"node",3217983971,45.4827669,9.1941843,"amenity","drinking_water"
"node",3217983972,45.4828394,9.1941557,"amenity","bench"
"node",3217983973,45.4828772,9.1940789,"amenity","bench"
"node",3217983974,45.4828985,9.1938182,"natural","tree"
"node",3217983975,45.4829051,9.1945434,"natural","tree"
"node",3265381430,45.4819659,9.1923064,"amenity","bicycle_parking"
"node",3307147582,45.4827322,9.188668,"highway","crossing"
"node",3307148054,45.4805876,9.1905349,"amenity","waste_basket"
"node",3307148058,45.4806579,9.1902101,"highway","crossing"
"node",3307148292,45.4801477,9.190257,"natural","tree"
"node",3307148293,45.4801593,9.1895744,"amenity","waste_basket"
"node",3307148297,45.4815247,9.1918431,"highway","crossing"
"node",3307148298,45.4815496,9.1917993,"highway","crossing"
"node",3307148300,45.4822421,9.192054,"highway","crossing"
"node",3307148838,45.4801725,9.19009,"natural","tree"
"node",3307148840,45.4802016,9.1896361,"amenity","vending_machine"
"node",3307148843,45.4802581,9.1901847,"natural","tree"
"node",3307148851,45.4803321,9.1882543,"amenity","vending_machine"
"node",3307148853,45.4803549,9.1902859,"natural","tree"
"node",3307148854,45.4803545,9.1906307,"natural","tree"
"node",3307148856,45.4804014,9.1898497,"natural","tree"
"node",3307148857,45.4804408,9.1928308,"highway","crossing"
"node",3307149041,45.4803099,9.1902682,"natural","tree"
"node",3307149042,45.4803312,9.1902057,"amenity","waste_basket"
"node",3307149239,45.4822553,9.1896483,"highway","crossing"
"node",3307149261,45.4804762,9.1898837,"natural","tree"
"node",3307149262,45.480559,9.1899178,"natural","tree"
"node",3307149361,45.4807305,9.1907983,"amenity","waste_basket"
"node",3307149362,45.480726,9.1902627,"highway","crossing"
"node",3307149371,45.4808663,9.1878095,"highway","crossing"
"node",3307875552,45.4812664,9.1968134,"highway","crossing"
"node",3307875554,45.4817155,9.1929675,"highway","crossing"
"node",3307875566,45.4811178,9.1965638,"highway","crossing"
"node",3307886474,45.482096,9.1924966,"highway","crossing"
"node",3307958654,45.4857854,9.1941505,"highway","crossing"
"node",3307958656,45.4859935,9.1939131,"highway","crossing"
"node",3307978024,45.4852944,9.1942831,"natural","tree"
"node",3307978025,45.4853284,9.1942184,"natural","tree"
"node",3307978027,45.4853737,9.1941194,"natural","tree"
"node",3307979783,45.485419,9.1941651,"natural","tree"
"node",3307980062,45.4856161,9.1942569,"natural","tree"
"node",3308376662,45.4801775,9.1933459,"amenity","clock"
"node",3308376663,45.4802301,9.1928909,"highway","crossing"
"node",3308376664,45.4802443,9.1928962,"highway","crossing"
"node",3308376665,45.4802283,9.1933363,"amenity","restaurant"
"node",3308376666,45.4802571,9.192901,"highway","crossing"
"node",3409348883,45.4810268,9.1928825,"natural","tree"
"node",3409367202,45.4799958,9.1937768,"highway","crossing"
"node",3409367216,45.4803841,9.1924722,"highway","crossing"
"node",3409367220,45.4805141,9.1927728,"natural","tree"
"node",3409367309,45.4801812,9.1931708,"highway","crossing"
"node",3409367323,45.4805834,9.1927876,"natural","tree"
"node",3409367324,45.4806488,9.1928016,"natural","tree"
"node",3409367333,45.4808642,9.1928477,"natural","tree"
"node",3409367336,45.4809739,9.1931064,"highway","crossing"
"node",3409368143,45.4807284,9.1928187,"natural","tree"
"node",3409368144,45.4807925,9.1928324,"natural","tree"
"node",3409368146,45.4809601,9.1928682,"natural","tree"
"node",3409409849,45.480008,9.1921662,"natural","tree"
"node",3409410265,45.4801832,9.191569,"natural","tree"
"node",3409414812,45.4801041,9.1921844,"natural","tree"
"node",3409414813,45.4801789,9.1916817,"natural","tree"
"node",3409414814,45.4801896,9.1922058,"natural","tree"
"node",3409414815,45.480228,9.1909109,"natural","tree"
"node",3409414827,45.4806128,9.1922687,"natural","tree"
"node",3409415883,45.4799055,9.1921418,"natural","tree"
"node",3409415884,45.4802879,9.1915995,"natural","tree"
"node",3409416170,45.4802152,9.1910511,"natural","tree"
"node",3409416450,45.4802665,9.1917274,"natural","tree"
"node",3448550162,45.4804457,9.192291,"amenity","restaurant"
"node",3448550215,45.4805584,9.1914793,"amenity","restaurant"
"node",3448551058,45.4795737,9.1935274,"natural","tree"
"node",3448551061,45.4795806,9.1934472,"natural","tree"
"node",3448551062,45.4795819,9.1933063,"natural","tree"
"node",3448551504,45.479538,9.1931263,"natural","tree"
"node",3448553645,45.4799546,9.1917974,"natural","tree"
"node",3448553646,45.4799558,9.1921767,"amenity","bench"
"node",3448553650,45.4802468,9.1919128,"natural","tree"
"node",3448554442,45.4796958,9.1932848,"natural","tree"
"node",3448554444,45.4797068,9.1931263,"natural","tree"
"node",3448554451,45.4797383,9.1927893,"amenity","waste_basket"
"node",3448554455,45.4797649,9.1919619,"highway","crossing"
"node",3448554457,45.4797828,9.1928182,"amenity","telephone"
"node",3448554458,45.4797952,9.1930198,"natural","tree"
"node",3448554461,45.4798234,9.1930369,"amenity","bench"
"node",3448554462,45.479864,9.193041,"amenity","bench"
"node",3448554464,45.4799006,9.1930515,"amenity","waste_basket"
"node",3448554468,45.4799645,9.1930658,"amenity","bench"
"node",3448554473,45.4799905,9.1930598,"natural","tree"
"node",3448554474,45.4800003,9.1921932,"amenity","bench"
"node",3448554476,45.4800128,9.1930782,"amenity","bench"
"node",3448554477,45.4800205,9.1913376,"natural","tree"
"node",3448554480,45.4800456,9.1930694,"natural","tree"
"node",3448554485,45.4800791,9.1922122,"amenity","waste_basket"
"node",3448554491,45.4801103,9.1931033,"amenity","waste_basket"
"node",3448554492,45.4801172,9.1922277,"amenity","bench"
"node",3448554995,45.4796478,9.1936429,"natural","tree"
"node",3448555004,45.480323,9.1924555,"highway","crossing"
"node",3448555005,45.4803987,9.19288,"amenity","waste_basket"
"node",3448556499,45.4801675,9.1922456,"amenity","bench"
"node",3448556502,45.4802361,9.1926549,"amenity","waste_basket"
"node",3448556504,45.4802825,9.1920713,"amenity","vending_machine"
"node",3448556505,45.4802935,9.1914843,"natural","tree"
"node",3448556506,45.4802965,9.1924482,"highway","crossing"
"node",3448556507,45.4803091,9.1924516,"highway","crossing"
"node",3448556508,45.4803231,9.1916747,"barrier","entrance"
"node",3448556509,45.4803278,9.1917269,"amenity","waste_basket"
"node",3450917846,45.4851259,9.1933708,"barrier","gate"
"node",3461532738,45.4844574,9.1925893,"amenity","bench"
"node",3461532739,45.4845173,9.1926677,"amenity","bench"
"node",3461532740,45.4845373,9.1927942,"amenity","bench"
"node",3461532741,45.4843362,9.1926481,"amenity","bench"
"node",3461532742,45.4843387,9.192812,"amenity","bench"
"node",3461532743,45.4844336,9.1929065,"amenity","bench"
"node",3476597030,45.4812982,9.1967553,"highway","crossing"
"node",3476597037,45.4812143,9.1966102,"highway","crossing"
"node",3476597038,45.4830926,9.1935375,"highway","give_way"
"node",3479398728,45.4844573,9.1952016,"highway","crossing"
"node",3479398729,45.4845227,9.1952699,"highway","crossing"
"node",3479398730,45.4845262,9.1951656,"highway","crossing"
"node",3479398731,45.4845967,9.1950516,"highway","crossing"
"node",3479398732,45.4846066,9.1953724,"highway","crossing"
"node",3521820094,45.4797514,9.1944548,"amenity","bank"
"node",3521852490,45.4797171,9.1946928,"natural","tree"
"node",3521852509,45.4798714,9.1950151,"natural","tree"
"node",3521852518,45.4799948,9.195331,"natural","tree"
"node",3521852523,45.4800742,9.1955023,"natural","tree"
"node",3521852531,45.4801458,9.1956548,"natural","tree"
"node",3521852553,45.4803078,9.1960101,"natural","tree"
"node",3521852565,45.4803805,9.1961641,"natural","tree"
"node",3521852567,45.4803998,9.1958992,"highway","crossing"
"node",3521852569,45.4804037,9.1963716,"natural","tree"
"node",3521852578,45.4804379,9.1964533,"natural","tree"
"node",3521852597,45.4805268,9.1962962,"natural","tree"
"node",3539682594,45.4846802,9.1950191,"highway","crossing"
"node",3539682596,45.4847561,9.1951168,"highway","crossing"
"node",3675021940,45.4818339,9.1886288,"natural","tree"
"node",3799689796,45.4806739,9.1956071,"natural","tree"
"node",3799689800,45.4808409,9.1959159,"highway","street_lamp"
"node",3799689801,45.4808483,9.196204,"emergency","fire_hydrant"
"node",3799689802,45.480859,9.1965692,"highway","street_lamp"
"node",3799689804,45.4808897,9.1961351,"amenity","bench"
"node",3799689806,45.4808989,9.1967261,"highway","street_lamp"
"node",3799689808,45.4809278,9.1960477,"amenity","bench"
"node",3799689809,45.4809299,9.1964027,"highway","street_lamp"
"node",3799690276,45.4806682,9.1954787,"amenity","parking"
"node",3799691191,45.4813744,9.1944948,"natural","tree"
"node",3799691196,45.4815166,9.1942482,"amenity","bench"
"node",3799691197,45.4815659,9.1940655,"natural","tree"
"node",3799691236,45.4820328,9.1934199,"amenity","bench"
"node",3799691239,45.4820766,9.1934524,"amenity","bench"
"node",3799691240,45.482093,9.1931727,"amenity","bench"
"node",3799691683,45.4806968,9.1959497,"highway","street_lamp"
"node",3799691684,45.4807024,9.1965095,"amenity","waste_basket"
"node",3799691690,45.4807352,9.1964708,"highway","street_lamp"
"node",3799691692,45.4807448,9.1966727,"highway","street_lamp"
"node",3799691712,45.4812786,9.1947108,"natural","tree"
"node",3799691713,45.4812911,9.1953063,"amenity","bench"
"node",3799691714,45.4813061,9.1952574,"emergency","fire_hydrant"
"node",3799691715,45.4813279,9.1952244,"amenity","bench"
"node",3799691717,45.481354,9.1946061,"amenity","bench"
"node",3799691733,45.4816232,9.1941528,"amenity","waste_basket"
"node",3799691932,45.4807395,9.1956669,"natural","tree"
"node",3799692023,45.4805928,9.19602,"highway","street_lamp"
"node",3799692305,45.4807479,9.1960863,"highway","street_lamp"
"node",3799692306,45.4807514,9.1955524,"natural","tree"
"node",3799692308,45.4808145,9.1962969,"highway","street_lamp"
"node",3799692336,45.480963,9.195395,"natural","tree"
"node",3799692337,45.4809703,9.1953417,"natural","tree"
"node",3799692341,45.4810332,9.1954653,"natural","tree"
"node",3799692347,45.4810586,9.1958208,"amenity","bench"
"node",3799692348,45.4810597,9.1951947,"natural","tree"
"node",3799692352,45.4811238,9.1956921,"emergency","fire_hydrant"
"node",3799692356,45.4812394,9.194794,"natural","tree"
"node",3799692525,45.4809256,9.1954393,"natural","tree"
"node",3799692526,45.4811071,9.1950503,"natural","tree"
"node",3799692528,45.4811105,9.1951257,"amenity","bench"
"node",3799692531,45.4817007,9.1944352,"amenity","bench"
"node",3799692711,45.4810743,9.1951296,"natural","tree"
"node",3799692712,45.4811072,9.195726,"amenity","bench"
"node",3799692713,45.4810892,9.1966552,"highway","street_lamp"
"node",3799692728,45.481126,9.1950906,"amenity","bench"
"node",3799692732,45.4812093,9.1948552,"natural","tree"
"node",3799692757,45.4812812,9.195346,"amenity","waste_basket"
"node",3799692760,45.4813695,9.194571,"amenity","bench"
"node",3799692874,45.481461,9.1943114,"natural","tree"
"node",3799692878,45.4815302,9.1942151,"amenity","bench"
"node",3799692879,45.4815467,9.1941175,"natural","tree"
"node",3799692880,45.4815822,9.1947069,"emergency","fire_hydrant"
"node",3799692881,45.4815942,9.1940187,"natural","tree"
"node",3799692882,45.4816079,9.1942151,"natural","tree"
"node",3799692883,45.4816536,9.1945391,"amenity","bench"
"node",3799692884,45.4816561,9.193256,"amenity","waste_basket"
"node",3799692991,45.481708,9.1942894,"amenity","waste_basket"
"node",3799692992,45.4817363,9.1943797,"amenity","waste_basket"
"node",3799693766,45.4855266,9.1907538,"amenity","waste_basket"
"node",3799693768,45.4856232,9.1916602,"amenity","waste_basket"
"node",3989817016,45.4856989,9.1920191,"amenity","restaurant"
"node",4028219023,45.4823995,9.1933805,"amenity","restaurant"
"node",4028219146,45.4820111,9.1928663,"amenity","restaurant"
"node",4225466422,45.4801647,9.193457,"amenity","pharmacy"
"node",4230457971,45.481143,9.1912737,"highway","crossing"
"node",4233660589,45.4802722,9.1958838,"highway","give_way"
"node",4233660604,45.4816521,9.1926455,"barrier","bollard"
"node",4233660608,45.4816881,9.1925694,"barrier","bollard"
"node",4233660624,45.4818848,9.192398,"highway","give_way"
"node",4233660630,45.4819349,9.1924447,"natural","tree"
"node",4233660631,45.481949,9.1922987,"highway","crossing"
"node",4233660634,45.4820348,9.1922183,"highway","crossing"
"node",4233660635,45.4820948,9.1921146,"highway","crossing"
"node",4233660637,45.48269,9.1934695,"highway","give_way"
"node",4233660638,45.4827873,9.1928659,"highway","give_way"
"node",4233687039,45.4819845,9.194821,"highway","give_way"
"node",4233687064,45.4823567,9.1940819,"highway","give_way"
"node",4304781656,45.4833632,9.1907063,"amenity","waste_basket"
"node",4304781845,45.4832466,9.1904341,"amenity","waste_basket"
"node",4340767294,45.4817075,9.1945343,"emergency","defibrillator"
"node",4349756634,45.4816229,9.1894935,"highway","give_way"
"node",4349756639,45.4817058,9.1893885,"amenity","parking_entrance"
"node",4349756644,45.4822373,9.1895565,"amenity","parking_entrance"
"node",4349756649,45.4822468,9.1894683,"highway","crossing"
"node",4350550982,45.4808627,9.1896957,"barrier","gate"
